axis,axis_value,config_id,N,M,beta,V,V_scale,bandwidth_hz,bandwidth_mhz,noise_w,seed_count,failed_seed_count,status,mean_energy_j_per_slot_mean,mean_energy_j_per_slot_sd,mean_backlog_mbit_mean,mean_backlog_mbit_sd,mean_device_backlog_mbit_mean,mean_device_backlog_mbit_sd,mean_edge_backlog_mbit_mean,mean_edge_backlog_mbit_sd,mean_local_energy_j_per_slot_mean,mean_local_energy_j_per_slot_sd,mean_transmit_energy_j_per_slot_mean,mean_transmit_energy_j_per_slot_sd,mean_edge_energy_j_per_slot_mean,mean_edge_energy_j_per_slot_sd,mean_local_completed_mbit_per_slot_mean,mean_local_completed_mbit_per_slot_sd,mean_edge_completed_mbit_per_slot_mean,mean_edge_completed_mbit_per_slot_sd,mean_completed_mbit_per_slot_mean,mean_completed_mbit_per_slot_sd,mean_arrival_mbit_per_slot_mean,mean_arrival_mbit_per_slot_sd,window_local_completion_fraction_mean,window_local_completion_fraction_sd,window_edge_completion_fraction_mean,window_edge_completion_fraction_sd,completion_to_arrival_ratio_mean,completion_to_arrival_ratio_sd,late_half_backlog_slope_mbit_per_slot_mean,late_half_backlog_slope_mbit_per_slot_sd,mean_sweeps_mean,mean_sweeps_sd,convergence_fraction_mean,convergence_fraction_sd,mean_decision_runtime_ms_mean,mean_decision_runtime_ms_sd,maximum_best_deviation_gain_mean,maximum_best_deviation_gain_sd,maximum_objective_rise_mean,maximum_objective_rise_sd,wall_seconds_mean,wall_seconds_sd
beta,1.5,c10,100,10,1.5,300000000000.0,1,2000000.0,2,1e-10,5,0,PASS,0.7412557866462068,0.003365266642621072,16.185948121406728,0.03867667522763182,8.490116160043659,0.02770534456838424,7.6958319613630675,0.013096859080107394,0.2899094674058357,0.0011246761200024511,0.09743122994070771,0.001896825328109891,0.3539150892996635,0.0008974798211475772,3.066364060713962,0.00397060825919536,4.134275825425295,0.0035425515209346783,7.200639886139257,0.006980532440408175,7.200629925925925,0.006762833831066046,0.4258459703886442,0.00021892415214903657,0.5741540296113558,0.0002189241521490133,1.0000013605393225,3.112834729561819e-05,-2.7819025441236444e-05,4.329585505976904e-05,10.28837037037037,0.013439903324493907,0.9928148148148148,0.0014248432638275172,2.5060953828915777,0.01642831250340482,5.238197648893203e-07,1.1006826856384664e-06,0.0,0.0,8.08389519159682,0.04178457899930186
beta,2,c00,100,10,2,300000000000.0,1,2000000.0,2,1e-10,5,0,PASS,1.6610635633819761,0.002972464091553516,28.640771628145842,0.012529898441473803,14.749086226160362,0.013047572843445729,13.89168540198548,0.0065680745935590866,0.6638911481970026,0.0008113835633687571,0.13927209965453663,0.002557350942243194,0.8579003155304367,0.000602255526824227,4.046660053955231,0.0016095436029512395,5.555460027696504,0.0013273106795736237,9.602120081651737,0.0016264782385505907,9.602094222222224,0.0015290057377112638,0.4214340132917041,0.00013157374374423266,0.578565986708296,0.00013157374374421157,1.0000026920332719,2.5731884993328517e-05,-1.4370041086616644e-05,5.851262819026925e-05,10.472444444444445,0.018491832624153798,0.9845925925925927,0.0017489954004618663,2.926893887357976,0.017006148235098856,9.687486392368633e-07,1.7208424788470827e-06,0.0,0.0,9.352413041394902,0.04735343310753179
beta,2.5,c11,100,10,2.5,300000000000.0,1,2000000.0,2,1e-10,5,0,PASS,3.153827119521806,0.0051459757239701205,44.66959510117813,0.025114678567473073,22.79430478062685,0.020957134631522115,21.87529032055128,0.006481523685334335,1.2749211130752762,0.0015960091818042477,0.18393851392993574,0.003321676165174495,1.6949674925165936,0.0007588836354245499,5.031467078588336,0.0020705442655808487,6.971787651764504,0.0010256739935564474,12.00325473035284,0.0027416844804363186,12.003250962962962,0.0022246676914656175,0.4191752189993161,8.741265797324614e-05,0.580824781000684,8.74126579732973e-05,1.0000003080847484,5.807744236710697e-05,-4.607823946137064e-05,9.012551213313836e-05,10.565111111111111,0.023440962821464007,0.9822222222222223,0.0037861200556038636,3.4435288046434933,0.022019407510735077,2.97386225872609e-07,3.7506512238554655e-07,0.0,0.0,10.908190091792495,0.07029755538732149
beta,3,c12,100,10,3,300000000000.0,1,2000000.0,2,1e-10,5,0,PASS,5.359396915746539,0.008205014217913977,64.23799677197431,0.046085499498983974,32.60785194231841,0.03152742443715061,31.630144829655904,0.016510953856548216,2.1812017221333586,0.0027816245020715813,0.23139601568625992,0.00422453540864669,2.946799177926922,0.002317126234578035,6.0185066809848875,0.0025346787690991787,8.383559946807273,0.002178867200154666,14.402066627792157,0.004472746581444628,14.401943111111112,0.00409517627176689,0.41789186918148336,6.428497866457826e-05,0.5821081308185168,6.428497866464228e-05,1.0000085704682018,2.818630689272412e-05,-6.782515335786313e-05,0.00017008461763354121,10.646,0.019055906486348122,0.9777037037037036,0.002990611738990566,3.7239655442535877,0.02179708352059127,1.02669441983394e-06,1.2372249005879655e-06,0.0,0.0,11.73824340000283,0.06274234857676234
M,5,c13,100,5,2,300000000000.0,1,2000000.0,2,1e-10,5,0,PASS,3.1818175738550982,0.0026758211507148474,56.759914769841956,0.02097347888027923,29.001100349693893,0.013694469861501761,27.758814420148063,0.012655205551143491,1.8301206047397756,0.0011764942460531947,0.14032449572544284,0.0018583454104211597,1.2113724733898803,0.0008255432730090876,5.675207694830649,0.0012004266828498488,3.926863624431636,0.000898324113925396,9.602071319262285,0.0016447503542662196,9.602094222222222,0.001529005737711264,0.5910399433872777,6.68787308738239e-05,0.40896005661272233,6.687873087388736e-05,0.9999976135482523,2.9457608118177446e-05,-2.5384497849292193e-05,0.00010529510984322051,8.74548148148148,0.012718326537087163,0.999851851851852,0.0003312693299999544,1.3164873123298295,0.009488918408912968,1.0087982255102545e-10,1.9857241269686524e-12,1.4210854715202005e-15,7.944109290391273e-16,4.4935578084085135,0.030459777733829223
M,10,c00,100,10,2,300000000000.0,1,2000000.0,2,1e-10,5,0,PASS,1.6610635633819761,0.002972464091553516,28.640771628145842,0.012529898441473803,14.749086226160362,0.013047572843445729,13.89168540198548,0.0065680745935590866,0.6638911481970026,0.0008113835633687571,0.13927209965453663,0.002557350942243194,0.8579003155304367,0.000602255526824227,4.046660053955231,0.0016095436029512395,5.555460027696504,0.0013273106795736237,9.602120081651737,0.0016264782385505907,9.602094222222224,0.0015290057377112638,0.4214340132917041,0.00013157374374423266,0.578565986708296,0.00013157374374421157,1.0000026920332719,2.5731884993328517e-05,-1.4370041086616644e-05,5.851262819026925e-05,10.472444444444445,0.018491832624153798,0.9845925925925927,0.0017489954004618663,2.926893887357976,0.017006148235098856,9.687486392368633e-07,1.7208424788470827e-06,0.0,0.0,9.352413041394902,0.04735343310753179
M,15,c14,100,15,2,300000000000.0,1,2000000.0,2,1e-10,5,0,PASS,1.0594294745748507,0.0027160209552150065,17.975894940448274,0.004930322062043187,9.687635758906689,0.0037581044909877795,8.288259181541587,0.004495815169839357,0.31909123936514694,0.0005795097968599075,0.14686505887221055,0.0024839866894861454,0.5934731763374934,0.00047501816417527354,3.1669234594869464,0.0018747194758233095,6.4351896477279755,0.0017792565067101108,9.602113107214922,0.0016187574172330087,9.602094222222222,0.001529005737711264,0.3298152575847424,0.0001748955654796499,0.6701847424152577,0.00017489556547955595,1.0000019656426307,1.6636936175803306e-05,-6.811633608485966e-06,3.119178756018369e-05,8.831185185185186,0.044864068434419965,0.9977037037037035,0.000802943829210332,4.027953672906194,0.03205642129078013,2.9930990225244746e-06,5.548920490177294e-06,0.0,0.0,12.672788316797233,0.08944860029117421
M,20,c15,100,20,2,300000000000.0,1,2000000.0,2,1e-10,5,0,PASS,0.7737208434304346,0.0028374175725909443,16.337283096599762,0.0026790295008398053,9.603628150934526,0.0016213648965575527,6.733654945665235,0.0018751548401602317,0.2392372780330858,0.0005487312813203897,0.14819980627363988,0.002463012971631278,0.38628375912370894,0.00028039349332874465,2.874974002120522,0.002148485277571743,6.72705515545849,0.0019156363038887003,9.602029157579011,0.0016369160757958936,9.602094222222222,0.001529005737711264,0.299413162650619,0.000202224493359028,0.7005868373493811,0.0002022244933589577,0.9999932225390209,1.659674634091918e-05,-3.717458321864863e-06,1.9111694707317443e-05,7.737481481481481,0.017435753123064526,0.9994814814814816,0.00076801634641956,5.182494033677761,0.025309325858814246,1.3279711727660903e-08,2.9191379146201237e-08,0.0,0.0,16.133481608203148,0.06780124769597339
bandwidth_mhz,1,c16,100,10,2,300000000000.0,1,1000000.0,1,5e-11,5,0,PASS,1.6761799451445956,0.0032602068276727137,28.676049363357187,0.012901008952672566,14.85336963216587,0.014792895428046925,13.82267973119131,0.007539205813691051,0.6711332370087809,0.0009404027002756734,0.15348692329463437,0.0028310425622205078,0.8515597848411799,0.0006884042194231807,4.060571347269458,0.001844164869437087,5.541549019950427,0.0015301814402415505,9.602120367219886,0.0016267531456993231,9.602094222222222,0.001529005737711264,0.42288277285137443,0.00015817687065287182,0.5771172271486256,0.00015817687065287182,1.0000027217698257,2.5743437952391824e-05,-1.4504645586357755e-05,5.83799495824304e-05,10.350074074074074,0.02055372030512575,0.9894814814814815,0.0011886523359912408,3.0231297123849528,0.04516130608674841,8.419037588608402e-08,1.4586434382258415e-07,0.0,0.0,9.627620149805443,0.18103771616575032
bandwidth_mhz,1.5,c17,100,10,2,300000000000.0,1,1500000.0,1.5,7.5e-11,5,0,PASS,1.6658966834471922,0.003054290131173437,28.651717491718927,0.01264257729912372,14.78164161618119,0.013591134711202608,13.87007587553774,0.006857932756360062,0.666146269405264,0.0008507453264856424,0.14383685337634244,0.0026303417265201748,0.8559135606655854,0.0006285315930733892,4.051013709939075,0.001683739569484898,5.551106395344696,0.0013867275825064469,9.60212010528377,0.001626593719954801,9.602094222222222,0.001529005737711264,0.421887417603872,0.00013990782307116186,0.578112582396128,0.00013990782307116015,1.0000026944929545,2.5740564436011813e-05,-1.433146198243855e-05,5.843605330244555e-05,10.434148148148148,0.022312163666087313,0.9880740740740741,0.00290923509431935,2.96180991702325,0.011935436427214858,1.3752347603288723e-06,2.8878446240023685e-06,0.0,0.0,9.408834858395858,0.03579763888377586
bandwidth_mhz,2,c00,100,10,2,300000000000.0,1,2000000.0,2,1e-10,5,0,PASS,1.6610635633819761,0.002972464091553516,28.640771628145842,0.012529898441473803,14.749086226160362,0.013047572843445729,13.89168540198548,0.0065680745935590866,0.6638911481970026,0.0008113835633687571,0.13927209965453663,0.002557350942243194,0.8579003155304367,0.000602255526824227,4.046660053955231,0.0016095436029512395,5.555460027696504,0.0013273106795736237,9.602120081651737,0.0016264782385505907,9.602094222222224,0.0015290057377112638,0.4214340132917041,0.00013157374374423266,0.578565986708296,0.00013157374374421157,1.0000026920332719,2.5731884993328517e-05,-1.4370041086616644e-05,5.851262819026925e-05,10.472444444444445,0.018491832624153798,0.9845925925925927,0.0017489954004618663,2.926893887357976,0.017006148235098856,9.687486392368633e-07,1.7208424788470827e-06,0.0,0.0,9.352413041394902,0.04735343310753179
bandwidth_mhz,3,c18,100,10,2,300000000000.0,1,3000000.0,3,1.5e-10,5,0,PASS,1.6564319101579343,0.0028869913132584133,28.63062614403828,0.012409628855038227,14.718670730820776,0.012559325601240415,13.911955413217504,0.006337913231901078,0.6617901599496611,0.0007751327108623994,0.1348756474402566,0.0024779023975024187,0.8597661027680165,0.0005817085762637637,4.042581207238354,0.0015445861612418251,5.559538994072659,0.0012795884584934105,9.602120201311012,0.001626339364791194,9.602094222222222,0.001529005737711264,0.4210092223290422,0.00012435446092918915,0.5789907776709577,0.00012435446092918747,1.0000027044969748,2.5729631062325833e-05,-1.4200912260598229e-05,5.8514855350993894e-05,10.537777777777778,0.00973235803220084,0.9834814814814814,0.0010006856360078838,2.9461703914071053,0.014119368868700312,2.218952707612465e-07,2.0953807725314897e-07,8.881784197001253e-17,1.9860273225978188e-16,9.363113383599558,0.03589357003198005
bandwidth_mhz,4,c19,100,10,2,300000000000.0,1,4000000.0,4,2e-10,5,0,PASS,1.654177496003875,0.002842788623070535,28.62578861438011,0.012367575398720538,14.704125194613658,0.012283487248751035,13.921663419766451,0.006214020166773172,0.6607868994384594,0.000755404449455137,0.1327308634729183,0.002434345976622217,0.8606597330924973,0.0005707053583101975,4.040627759382874,0.001506385063723644,5.561492375294392,0.0012537464926203694,9.602120134677264,0.0016263391246474116,9.602094222222222,0.001529005737711264,0.4208057862449513,0.00012014894212876624,0.5791942137550488,0.00012014894212872817,1.0000026975580985,2.575986262481428e-05,-1.4284302090442573e-05,5.8474160724142264e-05,10.555777777777777,0.02459911783132817,0.9825925925925926,0.0021436735005167205,2.926768792314558,0.030451266439745748,3.519771215296924e-07,4.354721961670621e-07,0.0,0.0,9.29963678320055,0.08942050841796768
