method,config_id,seed,N,M,beta,V,V_scale,bandwidth_hz,bandwidth_mhz,noise_w,T,warmup,avg_energy_j,avg_device_energy_j,avg_edge_energy_j,avg_total_queue_bits,avg_device_queue_bits,avg_edge_queue_bits,avg_fairness,avg_runtime_ms,avg_iterations,avg_arrival_bits,avg_local_completed_bits,avg_edge_completed_bits,avg_uploaded_bits,avg_local_energy_j,avg_transmit_energy_j,effective_warmup_slots,window_arrival_bits,window_completed_bits,window_energy_j,energy_per_completed_mbit_j,window_start_queue_bits,window_end_queue_bits,window_flow_residual_bits,full_run_energy_j,full_run_completed_mbit,window_completed_mbit,window_local_completed_bits,window_edge_completed_bits,window_local_completion_fraction,window_edge_completion_fraction,early_half_avg_total_queue_bits,late_half_avg_total_queue_bits,late_half_backlog_slope_bits_per_slot,tail_10pct_avg_total_queue_bits,mean_energy_j_per_slot,mean_backlog_mbit,mean_device_backlog_mbit,mean_edge_backlog_mbit,mean_local_completed_mbit_per_slot,mean_edge_completed_mbit_per_slot,mean_arrival_mbit_per_slot,completion_to_arrival_ratio,late_half_backlog_slope_mbit_per_slot,local_cap_fraction,mean_effective_V,mean_local_energy_j_per_slot,mean_transmit_energy_j_per_slot,mean_edge_energy_j_per_slot,mean_completed_mbit_per_slot,mean_sweeps,convergence_fraction,mean_decision_runtime_ms,maximum_best_deviation_gain,maximum_objective_rise,wall_seconds,trace_path,trace_sha256
QAPG-R,c04,520927,100,10,2,150000000000.0,0.5,2000000.0,2,1e-10,3000,300,1.6828726788181283,0.8247194347658613,0.8581532440522667,16546157.777928421,9600616.217114609,6945541.560813811,0.99712266461092,3.3710712829553007,8.61962962962963,9600266.666666666,4045397.986718593,5554672.623086659,5554717.568836963,0.6652018950046911,0.15951753976117028,300,25920720000.0,25920190646.474182,4543.756232808946,0.17529794802751633,16275337.92945752,16804691.455273513,2.9765069484710693e-06,5045.763115224241,28782.779308544727,25920.19064647418,10922574564.140202,14997616082.33398,0.421392524195263,0.578607475804737,16519031.422315026,16567858.862419138,-24.223419237604364,16571343.120445289,1.6828726788181283,16.54615777792842,9.60061621711461,6.945541560813811,4.045397986718593,5.55467262308666,9.600266666666666,0.9999795779775478,-2.4223419237604364e-05,0.0,150000000000.0,0.6652018950046911,0.15951753976117028,0.8581532440522667,9.600070609805252,8.61962962962963,0.9962962962962963,3.3710712829553007,4.881473562009034e-06,0.0,10.667902541026706,experiments/results/parameter_sensitivity_v1/traces/c04_s520927.npz,3290d5574f8dcacc1cd1ec04879101672f3dd132dffe5a36a894df8bc347a64d
QAPG-R,c04,520928,100,10,2,150000000000.0,0.5,2000000.0,2,1e-10,3000,300,1.686558072014357,0.8288463323289451,0.8577117396854117,16544483.497542877,9601586.035964683,6942897.461578197,0.9971247690666437,3.3759897717714518,8.608148148148148,9601202.962962963,4047650.268310484,5553509.83416406,5553448.990948775,0.6663134893425486,0.1625328429863965,300,25923248000.0,25923132276.681267,4553.706794438764,0.1756619048129063,16614257.404719254,16729980.72345227,1.2516975402832031e-06,5054.798419476188,28786.92601927655,25923.132276681266,10928655724.438307,14994476552.242962,0.42157929095123287,0.5784207090487672,16548571.494832547,16541213.09971114,-38.25136616543613,16538632.891549937,1.686558072014357,16.544483497542878,9.601586035964683,6.942897461578196,4.047650268310484,5.55350983416406,9.601202962962963,0.9999955359251768,-3.825136616543613e-05,0.0,150000000000.0,0.6663134893425486,0.1625328429863965,0.8577117396854117,9.601160102474543,8.608148148148148,0.9981481481481481,3.3759897717714518,2.8358565242608824e-08,0.0,10.672192958008964,experiments/results/parameter_sensitivity_v1/traces/c04_s520928.npz,6a9de786756072080d995cb1f7641d4507a9757d76faaa9a0f2f1a5761bb344e
QAPG-R,c04,520929,100,10,2,150000000000.0,0.5,2000000.0,2,1e-10,3000,300,1.6810576832093516,0.8217499710528039,0.8593077121565479,16553894.147017743,9602276.305925185,6951617.841092559,0.997038140698649,3.3326982629498363,8.53111111111111,9601934.814814815,4045073.83156969,5557040.74922238,5556908.390652533,0.6650398494271373,0.15671012162566647,300,25925224000.0,25925709368.13859,4538.855744665249,0.1750716125146137,17029775.475695092,16544407.337106312,-1.514330506324768e-06,5038.791741393829,28786.271592662895,25925.709368138592,10921699345.238163,15004010022.900427,0.4212690650100548,0.5787309349899451,16557660.405541789,16550881.14019851,18.493136108940703,16562652.373123169,1.6810576832093516,16.553894147017743,9.602276305925185,6.951617841092559,4.04507383156969,5.55704074922238,9.601934814814815,1.0000187218493692,1.8493136108940705e-05,0.0,150000000000.0,0.6650398494271373,0.15671012162566647,0.8593077121565479,9.60211458079207,8.53111111111111,0.9981481481481481,3.3326982629498363,1.2708375931452798e-09,0.0,10.567766916996334,experiments/results/parameter_sensitivity_v1/traces/c04_s520929.npz,ded43e35c96949820e3a8fb005db76073916b633215ad2732cdff39fb52c2dfe
QAPG-R,c04,520930,100,10,2,150000000000.0,0.5,2000000.0,2,1e-10,3000,300,1.6889116572187157,0.8304835309159676,0.8584281263027479,16551752.52816908,9604680.434413824,6947072.093755255,0.9971375499116463,3.3829865206347742,8.60962962962963,9604257.777777778,4049025.549179773,5555303.474770082,5555232.455958449,0.6670346264262412,0.16344890448972627,300,25931496000.0,25931688364.66461,4560.061474490532,0.17584900027968195,16441519.230769854,16249154.566159751,-1.4565885066986084e-06,5061.492357652293,28794.57484543384,25931.688364664613,10932368982.785387,14999319381.879223,0.42158338589639227,0.5784166141036077,16558391.236619607,16546441.561408661,16.54174141433217,16550861.985866258,1.6889116572187157,16.551752528169082,9.604680434413824,6.9470720937552555,4.049025549179773,5.555303474770082,9.604257777777779,1.0000074181861551,1.654174141433217e-05,0.0,150000000000.0,0.6670346264262412,0.16344890448972627,0.8584281263027479,9.604329023949857,8.60962962962963,0.9981481481481481,3.3829865206347742,1.6239113873051103e-10,0.0,10.703330917021958,experiments/results/parameter_sensitivity_v1/traces/c04_s520930.npz,d26c70e6227784710cfb61a55ae5df706b23bbe5f0341939976fffd801ca389c
QAPG-R,c04,520931,100,10,2,150000000000.0,0.5,2000000.0,2,1e-10,3000,300,1.6852577128699475,0.8266314829399879,0.8586262299299593,16551200.731103688,9603182.675611677,6948018.05549201,0.9971802071428549,3.376841085350693,8.595185185185185,9602808.888888888,4047197.6078917426,5555631.175558528,5555614.24396011,0.666099878097451,0.16053160484253692,300,25927584000.0,25927637715.31573,4550.195824748858,0.17549596591520597,16555781.08834768,16502065.772617284,5.587935447692871e-08,5052.216945535662,28792.105934227384,25927.63771531573,10927433541.307705,15000204174.008026,0.42145889499423056,0.5785411050057694,16532938.150047716,16565810.795948466,7.009594201643283,16577684.691646723,1.6852577128699475,16.551200731103688,9.603182675611677,6.94801805549201,4.047197607891743,5.555631175558528,9.602808888888887,1.000002071743967,7.009594201643284e-06,0.0,150000000000.0,0.666099878097451,0.16053160484253692,0.8586262299299593,9.60282878345027,8.595185185185185,0.9977777777777778,3.376841085350693,6.591722480353557e-10,0.0,10.687656166002853,experiments/results/parameter_sensitivity_v1/traces/c04_s520931.npz,e51e59f44f7b090f14a32b822b5e818fbbb852b0f3605d2352cc81f8618ad459
QAPG-R,c05,520927,100,10,2,600000000000.0,2,2000000.0,2,1e-10,3000,300,1.647244453505843,0.7889421245383461,0.8583023289674974,57232510.961841285,29438366.062287763,27794144.899553515,0.9929695428967935,2.220133274741885,9.571851851851852,9600266.666666666,4043088.829688732,5556746.9135155715,5556874.406566253,0.6618738155821252,0.12706830895622084,300,25920720000.0,25919556506.65162,4447.560024465776,0.17159089984137724,56517329.233238414,57680822.58161914,1.1920928955078125e-07,4923.483439388165,28741.903177418382,25919.556506651617,10916339840.159576,15003216666.492043,0.42116229254764315,0.5788377074523569,57104671.74378516,57334782.33628617,-107.27297659765539,57306149.52101789,1.647244453505843,57.232510961841285,29.438366062287763,27.794144899553515,4.043088829688732,5.556746913515571,9.600266666666666,0.9999551133861876,-0.00010727297659765539,0.0,600000000000.0,0.6618738155821252,0.12706830895622084,0.8583023289674974,9.599835743204302,9.571851851851852,0.9988888888888889,2.220133274741885,1.1834014324030306e-10,0.0,7.2163680419907905,experiments/results/parameter_sensitivity_v1/traces/c05_s520927.npz,4741193e74a44993c6c1846a693b65df8a3e37f755fa696171a25a53fbe9abbf
QAPG-R,c05,520928,100,10,2,600000000000.0,2,2000000.0,2,1e-10,3000,300,1.650843044829626,0.7928009512366767,0.8580420935929493,57257415.262953356,29469489.291459963,27787925.9714934,0.9930312449392489,2.23988338969691,9.598888888888888,9601202.962962963,4045129.106324983,5556064.964387814,5555977.445981665,0.6629076246179141,0.12989332661876282,300,25923248000.0,25923223990.924553,4457.276221039991,0.1719414306878047,57610183.0475181,57634192.122965865,9.015202522277832e-07,4932.124065587017,28746.021807877034,25923.223990924555,10921848587.077454,15001375403.847097,0.4213152110594376,0.5786847889405623,57281259.26987072,57238340.05741949,-155.10610661922593,57236894.56800038,1.650843044829626,57.25741526295336,29.46948929145996,27.7879259714934,4.045129106324983,5.556064964387813,9.601202962962963,0.999999073839997,-0.00015510610661922591,0.0,600000000000.0,0.6629076246179141,0.12989332661876282,0.8580420935929493,9.601194070712799,9.598888888888888,0.9996296296296296,2.23988338969691,1.13864910555872e-10,1.7763568394002505e-15,7.26490308297798,experiments/results/parameter_sensitivity_v1/traces/c05_s520928.npz,3a51606e0e1b7a4b94e4d269ff3da066f7f18cfdc231663b2649e10a32bdb157
QAPG-R,c05,520929,100,10,2,600000000000.0,2,2000000.0,2,1e-10,3000,300,1.6458381889662066,0.7862649583213877,0.8595732306448188,57257188.11933632,29435575.509974647,27821612.609361675,0.9930186314485401,2.214408551452733,9.565925925925926,9601934.814814815,4042788.9312175554,5559496.076317222,5559343.82251605,0.6617202387904075,0.12454471953098029,300,25925224000.0,25926169520.343903,4443.763110208758,0.17140068094987188,58192715.70807407,57247195.36417363,-3.553926944732666e-06,4917.319423802855,28745.568804635826,25926.1695203439,10915530114.2874,15010639406.0565,0.4210236342750955,0.5789763657249044,57284175.77420451,57235597.99544177,68.70960628121831,57273061.77318456,1.6458381889662066,57.25718811933632,29.435575509974647,27.821612609361676,4.042788931217555,5.559496076317222,9.601934814814815,1.0000364710578356,6.870960628121831e-05,0.0,600000000000.0,0.6617202387904075,0.12454471953098029,0.8595732306448188,9.602285007534778,9.565925925925926,0.9996296296296296,2.214408551452733,5.620706233777639e-09,1.7763568394002505e-15,7.18848725000862,experiments/results/parameter_sensitivity_v1/traces/c05_s520929.npz,fc82d0a5829925a25e03b9f5dfc06114f668e1d65c5c8c0229ebd2b7012b5fec
QAPG-R,c05,520930,100,10,2,600000000000.0,2,2000000.0,2,1e-10,3000,300,1.6531142117991704,0.7944904002888575,0.8586238115103128,57296943.096876435,29495850.377776954,27801092.719099488,0.9928526953839254,2.249409807457899,9.582962962962963,9604257.777777778,4046724.1415936137,5557442.501861498,5557483.19060625,0.6636967508939555,0.13079364939490212,300,25931496000.0,25931249937.328804,4463.40837185776,0.17212469058163493,57290214.72727987,57536277.398476675,-1.0281801223754883e-06,4938.339186578176,28753.287722601523,25931.249937328805,10926155182.302757,15005094755.026045,0.4213508877786193,0.5786491122213806,57310820.92148365,57285840.83719069,-19.236185241458454,57232731.95957474,1.6531142117991704,57.29694309687643,29.495850377776954,27.80109271909949,4.0467241415936135,5.557442501861498,9.604257777777779,0.9999905110499141,-1.9236185241458454e-05,0.0,600000000000.0,0.6636967508939555,0.13079364939490212,0.8586238115103128,9.604166643455113,9.582962962962963,0.9981481481481481,2.249409807457899,3.4200866860789603e-09,0.0,7.297541582986014,experiments/results/parameter_sensitivity_v1/traces/c05_s520930.npz,09b367d5a5577e4965780ed7c481c4af24a7ec21985b9f7a39a12b92584b4c93
QAPG-R,c05,520931,100,10,2,600000000000.0,2,2000000.0,2,1e-10,3000,300,1.6497823078936469,0.7908659610346623,0.8589163468589844,57274658.69666924,29467648.31776517,27807010.378904074,0.9930043013735724,2.241689551694974,9.58148148148148,9602808.888888888,4044894.4526906535,5557993.403080651,5557968.288839226,0.6627904288493479,0.1280755321853144,300,25927584000.0,25927797210.58252,4454.412231312846,0.17180064295993347,57184568.8744145,56971358.29189414,2.682209014892578e-06,4930.05859528385,28751.636641708108,25927.79721058252,10921215022.264765,15006582188.317757,0.4212164625310797,0.5787835374689204,57170635.036131814,57357877.62509918,76.6056882971237,57452432.525724106,1.6497823078936469,57.27465869666924,29.467648317765168,27.807010378904074,4.044894452690653,5.55799340308065,9.602808888888887,1.0000082233108383,7.66056882971237e-05,0.0,600000000000.0,0.6627904288493479,0.1280755321853144,0.8589163468589844,9.602887855771304,9.58148148148148,0.9988888888888889,2.241689551694974,2.2787868814155843e-10,0.0,7.277071416989202,experiments/results/parameter_sensitivity_v1/traces/c05_s520931.npz,1a22035ee6e1a77ce41dbcfeb6d1fd6a461c0d8171bd1203d05b4e07b132afd1
QAPG-R,c06,520927,100,10,2,1200000000000.0,4,2000000.0,2,1e-10,3000,300,1.635074263965566,0.7757683248689522,0.859305939096614,114429704.21480973,58795793.734268494,55633910.48054124,0.986526830683234,1.584553679039581,8.716296296296296,9600266.666666666,4040531.054132325,5559141.581297811,5559334.841396758,0.660407285039246,0.11536103982970623,300,25920720000.0,25919116115.66137,4414.700512707028,0.1703260440289277,113528558.94438066,115132443.28301187,5.21540641784668e-07,4866.879277175396,28684.451556716987,25919.11611566137,10909433846.157278,15009682269.504091,0.42090300446493084,0.5790969955350692,114198882.58760498,114614361.51657353,-163.46079186456265,114544363.0016585,1.635074263965566,114.42970421480973,58.79579373426849,55.63391048054124,4.040531054132325,5.559141581297811,9.600266666666666,0.9999381234649874,-0.00016346079186456265,0.0,1200000000000.0,0.660407285039246,0.11536103982970623,0.859305939096614,9.599672635430137,8.716296296296296,1.0,1.584553679039581,9.999795436144154e-11,0.0,5.299763042014092,experiments/results/parameter_sensitivity_v1/traces/c06_s520927.npz,1cb3021639516f8b41710931cf77f3acc5a59a5ed57dde8be6394ac9ac10f6f9
QAPG-R,c06,520928,100,10,2,1200000000000.0,4,2000000.0,2,1e-10,3000,300,1.6386679633302892,0.7795713010186154,0.8590966623116738,114483289.86271524,58859421.23252801,55623868.63018724,0.9866256514161628,1.5915063571365964,8.732592592592592,9601202.962962963,4042657.8089042692,5558589.267045813,5558435.947946048,0.6614767183122886,0.11809458270632667,300,25923248000.0,25923367105.065216,4424.403500991781,0.1706724085285699,115134548.87084165,115015443.80562273,3.1888484954833984e-06,4875.280954407077,28688.64055619438,25923.367105065216,10915176084.041527,15008191021.023693,0.4210554917423821,0.578944508257618,114534985.26417293,114441933.54154912,-308.5173129466039,114402100.9415835,1.6386679633302892,114.48328986271524,58.85942123252801,55.623868630187246,4.042657808904269,5.558589267045813,9.601202962962963,1.0000045945270908,-0.0003085173129466039,0.0,1200000000000.0,0.6614767183122886,0.11809458270632667,0.8590966623116738,9.601247075950079,8.732592592592592,1.0,1.5915063571365964,9.999009953354232e-11,0.0,5.332686583977193,experiments/results/parameter_sensitivity_v1/traces/c06_s520928.npz,e541423b113292158b7d83b6e16704a5d9922ce2f57dd86c65fe4668638cd508
QAPG-R,c06,520929,100,10,2,1200000000000.0,4,2000000.0,2,1e-10,3000,300,1.6336990354154446,0.7731821682734537,0.8605168671419912,114473788.23500489,58787379.11797327,55686409.117031604,0.9866184189458814,1.5980343414466243,8.741111111111111,9601934.814814815,4040193.137419157,5561776.450358365,5561792.901955825,0.6602331829066463,0.11294898536680723,300,25925224000.0,25925317886.99931,4410.987395621701,0.17014207558988756,115209793.60305244,115115906.60374339,1.1175870895385742e-06,4860.951492267188,28687.700093396255,25925.31788699931,10908521471.031725,15016796415.967585,0.42076712496173435,0.5792328750382657,114532195.95544638,114427062.05865166,95.95232671788796,114447745.64189857,1.6336990354154446,114.47378823500489,58.787379117973266,55.6864091170316,4.040193137419157,5.561776450358365,9.601934814814815,1.000003621453736,9.595232671788795e-05,0.0,1200000000000.0,0.6602331829066463,0.11294898536680723,0.8605168671419912,9.601969587777521,8.741111111111111,1.0,1.5980343414466243,9.999706618302184e-11,0.0,5.336203540995484,experiments/results/parameter_sensitivity_v1/traces/c06_s520929.npz,eea66b4affdde0b66089fac641bdca310e53c14b27f92b44c995692d27e8e06b
QAPG-R,c06,520930,100,10,2,1200000000000.0,4,2000000.0,2,1e-10,3000,300,1.640778925910726,0.7810561434766942,0.8597227824340317,114559804.38525386,58907772.24322459,55652032.14202926,0.9863669736072034,1.6055477819840975,8.722962962962963,9604257.777777778,4044209.400512095,5560053.786223252,5560046.459102062,0.6622425791119649,0.1188135643647292,300,25931496000.0,25931510604.185432,4430.10309995896,0.17083860510786927,114967138.63691089,114952534.45147541,1.6391277313232422e-06,4880.991533238825,28695.871465548524,25931.510604185434,10919365381.382656,15012145222.80278,0.4210848163862939,0.5789151836137062,114589058.47398232,114536401.11427107,-60.4404055761523,114387560.9840979,1.640778925910726,114.55980438525386,58.90777224322459,55.65203214202926,4.044209400512095,5.560053786223253,9.604257777777779,1.0000005631832978,-6.0440405576152304e-05,0.0,1200000000000.0,0.6622425791119649,0.1188135643647292,0.8597227824340317,9.604263186735347,8.722962962962963,1.0,1.6055477819840975,9.999864825083193e-11,0.0,5.3567715829994995,experiments/results/parameter_sensitivity_v1/traces/c06_s520930.npz,6364d53ff8e25deab51ff67316fa73291f0de7664f31b3a4d6d5d4ceecd2ffd2
QAPG-R,c06,520931,100,10,2,1200000000000.0,4,2000000.0,2,1e-10,3000,300,1.6376864763120222,0.7777258164052766,0.8599606599067456,114514801.55388509,58853355.77335312,55661445.78053198,0.9867407460000195,1.6019171123453244,8.738148148148149,9602808.888888888,4042391.2402929026,5560480.713019779,5560480.711252416,0.6613489629299103,0.11637685347536625,300,25927584000.0,25927754273.944237,4421.75348604246,0.1705413218331078,114420052.089404,114249778.14516647,1.8328428268432617e-06,4873.624446289223,28694.358221854833,25927.754273944236,10914456348.790836,15013297925.153404,0.42095648676210956,0.5790435132378906,114320751.71026066,114670041.42878467,173.45091056418195,114865435.57638372,1.6376864763120222,114.51480155388509,58.85335577335312,55.66144578053198,4.042391240292902,5.560480713019779,9.602808888888887,1.0000065672892715,0.00017345091056418196,0.0,1200000000000.0,0.6613489629299103,0.11637685347536625,0.8599606599067456,9.60287195331268,8.738148148148149,0.9996296296296296,1.6019171123453244,1.8944207313964512e-10,0.0,5.359737457998563,experiments/results/parameter_sensitivity_v1/traces/c06_s520931.npz,3ac2ce6813c046271c3c2d349e090fe22daa5db5b7cbd5e026312cf9852b9149
QAPG-R,c07,520927,100,10,2,2400000000000.0,8,2000000.0,2,1e-10,3000,300,1.6225197200266963,0.7616377200543034,0.8608819999723927,228765626.84470406,117358756.96447209,111406869.88023198,0.974846929948226,1.1370169805660326,7.956296296296296,9600266.666666666,4036727.238254013,5562690.165689201,5562999.863773881,0.6583527575023537,0.10328496255194969,300,25920720000.0,25918426990.646675,4380.80324407208,0.16902272833351362,227775807.4151274,230068816.76845196,-2.682209014892578e-07,4789.682940246732,28569.51518323155,25918.426990646676,10899163543.285835,15019263447.360842,0.42051794066125525,0.5794820593387449,228349886.51319212,229098219.10991365,-267.70444208401375,228916102.7367965,1.6225197200266963,228.76562684470406,117.35875696447208,111.40686988023198,4.036727238254013,5.562690165689201,9.600266666666666,0.9999115375902627,-0.0002677044420840138,0.0,2400000000000.0,0.6583527575023537,0.10328496255194969,0.8608819999723927,9.599417403943214,7.956296296296296,1.0,1.1370169805660326,9.999623351575337e-11,2.842170943040401e-14,3.963120624976,experiments/results/parameter_sensitivity_v1/traces/c07_s520927.npz,c8ea0fb501c8ae75d6f90312d65278da32d1dc6e2a4fa85f0652d71b4a7063ea
QAPG-R,c07,520928,100,10,2,2400000000000.0,8,2000000.0,2,1e-10,3000,300,1.6260384334782982,0.7653306367508051,0.860707796727493,228876270.69782725,117486140.28614266,111390130.41168459,0.9747409394675574,1.1446018704790968,7.955555555555556,9601202.962962963,4038878.9898050465,5562229.320753264,5562070.186826417,0.6594278004259189,0.10590283632488624,300,25923248000.0,25922992438.50744,4390.303770391405,0.1693594511052592,229243443.31558698,229499004.80814815,-7.152557373046875e-07,4797.889354186416,28574.15699519185,25922.992438507437,10904973272.473625,15018019166.033813,0.4206679957316493,0.5793320042683506,228954106.41965082,228814002.12036836,-685.4000344673894,228647468.2408592,1.6260384334782982,228.87627069782724,117.48614028614266,111.39013041168458,4.038878989805046,5.562229320753264,9.601202962962963,0.9999901416098569,-0.0006854000344673894,0.0,2400000000000.0,0.6594278004259189,0.10590283632488624,0.860707796727493,9.60110831055831,7.955555555555556,1.0,1.1446018704790968,9.999223671286472e-11,0.0,3.9790053330070805,experiments/results/parameter_sensitivity_v1/traces/c07_s520928.npz,24115c5a46db1faf27d164da3d7ebde674876d7f6dc9f8edfe6ce64add34e9dc
QAPG-R,c07,520929,100,10,2,2400000000000.0,8,2000000.0,2,1e-10,3000,300,1.62123251082981,0.7592285842681462,0.8620039265616638,228838926.00990722,117334798.58191651,111504127.42799075,0.9751784712013695,1.1483479707062036,7.974444444444444,9601934.814814815,4036292.6221266007,5565130.089150029,5565455.263646072,0.6581341288712707,0.10109445539687567,300,25925224000.0,25923841320.4469,4377.327779240487,0.16885336262986456,228909132.88883096,230291812.44193262,5.960464477539063e-08,4784.361054172579,28572.52418755807,25923.8413204469,10897990079.741821,15025851240.705078,0.4203848474857873,0.5796151525142127,228944981.4771195,228754081.63613746,47.11836262706351,228676936.46730843,1.62123251082981,228.83892600990723,117.33479858191652,111.50412742799075,4.0362926221266004,5.5651300891500295,9.601934814814815,0.9999466666304175,4.7118362627063514e-05,0.0,2400000000000.0,0.6581341288712707,0.10109445539687567,0.8620039265616638,9.60142271127663,7.974444444444444,1.0,1.1483479707062036,9.999856498410509e-11,0.0,3.985702375008259,experiments/results/parameter_sensitivity_v1/traces/c07_s520929.npz,cbef117a5e6debd1dcebd7f5bd0690242deef7d20433d884df2e3a87512ef034
QAPG-R,c07,520930,100,10,2,2400000000000.0,8,2000000.0,2,1e-10,3000,300,1.6281182948364912,0.7666984301565727,0.8614198646799185,229035407.43988588,117581777.99075633,111453629.44912955,0.9747653968178841,1.1548979718052712,7.960740740740741,9604257.777777778,4040467.784373141,5563866.700724873,5563840.506081633,0.6602087816318976,0.10648964852467516,300,25931496000.0,25931703109.764633,4395.919396058526,0.16951911632843097,229327789.4669646,229120679.70233136,1.7881393432617188e-07,4803.460795222549,28581.703320297667,25931.703109764632,10909263017.80748,15022440091.957155,0.420692114653263,0.579307885346737,229074355.82193223,229004248.73424885,-121.01830717827094,228744922.73086452,1.6281182948364912,229.0354074398859,117.58177799075634,111.45362944912955,4.040467784373141,5.563866700724873,9.604257777777779,1.0000079868035625,-0.00012101830717827095,0.0,2400000000000.0,0.6602087816318976,0.10648964852467516,0.8614198646799185,9.604334485098011,7.960740740740741,1.0,1.1548979718052712,9.999090444523517e-11,0.0,4.005162166984519,experiments/results/parameter_sensitivity_v1/traces/c07_s520930.npz,0af9737efc32e9138515fd5a6272be688e69de140cc08ce02a3763721934aca9
QAPG-R,c07,520931,100,10,2,2400000000000.0,8,2000000.0,2,1e-10,3000,300,1.6253055230002542,0.7636913591121359,0.8616141638881186,228947123.64251316,117478428.43661901,111468695.20589414,0.975372491023276,1.1560428846968096,7.949259259259259,9602808.888888888,4038711.3589542448,5564199.837324559,5564220.012583032,0.6593530415555374,0.10433831755659843,300,25927584000.0,25927860229.952766,4388.324912100687,0.16925133324465938,228551656.28437525,228275426.33160567,2.1457672119140625e-06,4796.95255513462,28580.332573668395,25927.860229952767,10904520669.17646,15023339560.776308,0.4205715617279971,0.579428438272003,228582790.62638348,229238590.0554169,522.049729785286,229749615.02327922,1.6253055230002542,228.94712364251316,117.47842843661901,111.46869520589414,4.038711358954245,5.5641998373245585,9.602808888888887,1.0000106539025297,0.000522049729785286,0.0,2400000000000.0,0.6593530415555374,0.10433831755659843,0.8616141638881186,9.602911196278802,7.949259259259259,1.0,1.1560428846968096,9.999867600640755e-11,2.842170943040401e-14,4.014112040982582,experiments/results/parameter_sensitivity_v1/traces/c07_s520931.npz,319ef85716ced3c1187edaad168d31fc9692b34a77513f6158ca35d7145ba68e
QAPG-R,c08,520927,100,10,2,4800000000000.0,16,2000000.0,2,1e-10,3000,300,1.608792550954794,0.7472820223788385,0.8615105285759554,456832579.5747668,233907406.663836,222925172.91093075,0.9558214573774731,0.854258011267693,7.236666666666666,9600266.666666666,4029894.5629988043,5564118.488992159,5567104.725370871,0.6548807618740203,0.09240126050481816,300,25920720000.0,25903835240.3756,4343.739887577944,0.16768713386531564,442594767.5641882,459479527.18858904,1.9669532775878906e-06,4676.994542360218,28340.10447281141,25903.8352403756,10880715320.096771,15023119920.27883,0.4200426392126405,0.5799573607873595,455472826.37660736,457920382.1332943,-506.216480172591,457437705.8986948,1.608792550954794,456.83257957476684,233.907406663836,222.92517291093074,4.0298945629988046,5.564118488992159,9.600266666666666,0.9993485998990614,-0.000506216480172591,0.0,4800000000000.0,0.6548807618740203,0.09240126050481816,0.8615105285759554,9.594013051990963,7.236666666666666,1.0,0.854258011267693,9.99955673819386e-11,0.0,3.1101288750069216,experiments/results/parameter_sensitivity_v1/traces/c08_s520927.npz,a80e39bd89b17ce58840e2f2c5f8c24648ab179b49bdf82d4fd7ecaf1eeb1e1e
QAPG-R,c08,520928,100,10,2,4800000000000.0,16,2000000.0,2,1e-10,3000,300,1.6122101993609617,0.7508469959139853,0.8613632034469764,457058851.0753162,234161840.31267515,222897010.76264116,0.9550579926159474,0.8604143601109239,7.247407407407407,9601202.962962963,4032058.517922203,5563732.54457962,5566068.559433973,0.6559548561284885,0.09489213978549692,300,25923248000.0,25908635868.75492,4352.967538274596,0.16801222419911932,443609824.5975207,458221955.84259987,-1.9073486328125e-06,4685.111458084073,28345.4340441574,25908.635868754922,10886557998.389948,15022077870.364973,0.42019032007466006,0.5798096799253399,456538487.86888164,457475141.640464,-1538.071567653567,456875175.3536633,1.6122101993609617,457.05885107531617,234.16184031267514,222.89701076264117,4.032058517922203,5.5637325445796195,9.601202962962963,0.999436331001228,-0.001538071567653567,0.0,4800000000000.0,0.6559548561284885,0.09489213978549692,0.8613632034469764,9.595791062501823,7.247407407407407,1.0,0.8604143601109239,9.99964555603583e-11,1.1368683772161603e-13,3.1275703749852255,experiments/results/parameter_sensitivity_v1/traces/c08_s520928.npz,e95403fd1dbf7ce3b20e85e75c080266af82aeb456b35df5df6effb4c086117e
QAPG-R,c08,520929,100,10,2,4800000000000.0,16,2000000.0,2,1e-10,3000,300,1.607627035488408,0.745063511618308,0.8625635238701,456965889.53954,233857910.83317143,223107978.70636863,0.9563983469458806,0.8599604523193126,7.293703703703704,9601934.814814815,4029458.2793551493,5566414.544922017,5569650.753841712,0.6546637854770818,0.0903997261412262,300,25925224000.0,25908856625.548347,4340.592995818702,0.1675331744102712,442971035.67901886,459338410.1306684,4.0531158447265625e-06,4672.494535429641,28343.47758986933,25908.85662554835,10879537354.258904,15029319271.289446,0.41991576515695217,0.5800842348430479,456489137.83582133,457347290.902515,-231.90512272408182,457081550.1307317,1.607627035488408,456.96588953954,233.85791083317142,223.1079787063686,4.02945827935515,5.566414544922017,9.601934814814815,0.9993686698926245,-0.00023190512272408182,0.0,4800000000000.0,0.6546637854770818,0.0903997261412262,0.8625635238701,9.595872824277166,7.293703703703704,1.0,0.8599604523193126,9.999689964956815e-11,1.1368683772161603e-13,3.123731375002535,experiments/results/parameter_sensitivity_v1/traces/c08_s520929.npz,7a55937ed254eb4bc50824494134be7b936c81b8f52fd58925c76916a1a54f48
